DCorr,MGC,n,dataset
0.22,0.206,140,equal
0.814,0.81,140,equal
0.472,0.467,140,equal
0.505,0.52,140,equal
0.124,0.102,140,equal
0.527,0.505,140,equal
0.326,0.347,140,equal
0.743,0.742,140,equal
0.643,0.632,140,equal
0.894,0.879,140,equal
0.245,0.251,140,equal
0.838,0.84,140,equal
0.017,0.016,140,equal
0.917,0.902,140,equal
0.635,0.649,140,equal
0.051,0.048,140,equal
0.491,0.474,140,equal
0.218,0.237,140,equal
0.145,0.137,140,equal
0.023,0.025,140,equal
0.891,0.878,140,equal
0.629,0.606,140,equal
0.709,0.704,140,equal
0.184,0.203,140,equal
0.38,0.381,140,equal
0.899,0.897,140,equal
0.495,0.492,140,equal
0.411,0.386,140,equal
0.97,0.972,140,equal
0.204,0.195,140,equal
0.148,0.169,140,equal
0.797,0.785,140,equal
0.979,0.979,140,equal
0.679,0.668,140,equal
0.433,0.398,140,equal
0.968,0.963,140,equal
0.3,0.293,140,equal
0.666,0.636,140,equal
0.988,0.981,140,equal
0.266,0.267,140,equal
0.411,0.383,140,equal
0.655,0.679,140,equal
0.927,0.934,140,equal
0.32,0.289,140,equal
0.441,0.445,140,equal
0.002,0.004,140,equal
0.178,0.176,140,equal
0.209,0.193,140,equal
0.836,0.823,140,equal
0.726,0.748,140,equal
0.913,0.914,140,equal
0.854,0.821,140,equal
0.368,0.337,140,equal
0.068,0.08,140,equal
0.95,0.947,140,equal
0.731,0.719,140,equal
0.434,0.465,140,equal
0.675,0.666,140,equal
0.275,0.259,140,equal
0.6,0.59,140,equal
0.099,0.099,140,equal
0.162,0.155,140,equal
0.604,0.616,140,equal
0.362,0.367,140,equal
0.25,0.226,140,equal
0.864,0.862,140,equal
0.442,0.453,140,equal
0.52,0.498,140,equal
0.911,0.893,140,equal
0.347,0.327,140,equal
0.815,0.805,140,equal
0.517,0.471,140,equal
0.289,0.301,140,equal
0.651,0.627,140,equal
0.814,0.786,140,equal
0.217,0.228,140,equal
0.68,0.694,140,equal
0.05,0.049,140,equal
0.199,0.184,140,equal
0.453,0.45,140,equal
0.991,0.992,140,equal
0.188,0.209,140,equal
0.567,0.598,140,equal
0.39,0.4,140,equal
0.672,0.679,140,equal
0.243,0.217,140,equal
0.463,0.473,140,equal
0.378,0.394,140,equal
0.782,0.792,140,equal
0.163,0.147,140,equal
0.997,0.998,140,equal
0.887,0.894,140,equal
0.09,0.105,140,equal
0.09,0.126,140,equal
0.733,0.74,140,equal
0.574,0.599,140,equal
0.187,0.191,140,equal
0.966,0.963,140,equal
0.695,0.7,140,equal
0.788,0.79,140,equal
0.099,0.108,140,equal
0.585,0.602,140,equal
0.309,0.282,140,equal
0.348,0.281,140,equal
0.031,0.035,140,equal
0.696,0.73,140,equal
0.745,0.744,140,equal
0.708,0.712,140,equal
0.392,0.401,140,equal
0.324,0.351,140,equal
0.359,0.323,140,equal
0.351,0.376,140,equal
0.858,0.844,140,equal
0.74,0.733,140,equal
0.942,0.946,140,equal
0.077,0.072,140,equal
0.827,0.844,140,equal
0.453,0.451,140,equal
0.913,0.898,140,equal
0.459,0.439,140,equal
0.659,0.636,140,equal
0.745,0.709,140,equal
0.024,0.029,140,equal
0.767,0.818,140,equal
0.593,0.601,140,equal
0.543,0.549,140,equal
0.155,0.16,140,equal
0.053,0.061,140,equal
0.997,0.996,140,equal
0.93,0.94,140,equal
0.312,0.334,140,equal
0.467,0.479,140,equal
0.088,0.109,140,equal
0.138,0.156,140,equal
0.422,0.406,140,equal
0.337,0.328,140,equal
0.979,0.982,140,equal
0.968,0.958,140,equal
0.856,0.857,140,equal
0.801,0.827,140,equal
0.178,0.19,140,equal
0.856,0.834,140,equal
0.808,0.813,140,equal
0.26,0.269,140,equal
0.297,0.275,140,equal
0.231,0.261,140,equal
0.426,0.443,140,equal
0.979,0.97,140,equal
0.537,0.569,140,equal
0.337,0.294,140,equal
0.823,0.85,140,equal
0.181,0.203,140,equal
0.071,0.088,140,equal
0.626,0.62,140,equal
0.972,0.972,140,equal
0.993,0.998,140,equal
0.859,0.851,140,equal
0.26,0.26,140,equal
0.298,0.29,140,equal
0.777,0.785,140,equal
0.019,0.025,140,equal
0.186,0.205,140,equal
0.721,0.741,140,equal
0.732,0.74,140,equal
0.778,0.777,140,equal
0.075,0.064,140,equal
0.988,0.985,140,equal
0.591,0.597,140,equal
0.397,0.373,140,equal
0.099,0.11,140,equal
0.914,0.904,140,equal
0.42,0.454,140,equal
0.018,0.014,140,equal
0.479,0.501,140,equal
0.495,0.482,140,equal
0.332,0.33,140,equal
0.843,0.852,140,equal
0.3,0.301,140,equal
0.136,0.113,140,equal
0.919,0.894,140,equal
0.432,0.433,140,equal
0.217,0.185,140,equal
0.428,0.398,140,equal
0.494,0.504,140,equal
0.985,0.987,140,equal
0.022,0.03,140,equal
0.763,0.764,140,equal
0.022,0.035,140,equal
0.843,0.84,140,equal
0.024,0.039,140,equal
0.729,0.683,140,equal
0.711,0.72,140,equal
0.684,0.691,140,equal
0.506,0.468,140,equal
0.885,0.886,140,equal
0.065,0.08,140,equal
0.819,0.817,140,equal
0.232,0.209,140,equal
0.462,0.49,140,equal
0.761,0.767,140,equal
0.032,0.04,140,equal
0.92,0.915,140,equal
0.841,0.832,140,equal
0.304,0.286,140,equal
0.154,0.198,140,equal
0.94,0.927,140,equal
0.039,0.047,140,equal
0.716,0.731,140,equal
0.454,0.443,140,equal
0.1,0.114,140,equal
0.473,0.462,140,equal
0.676,0.675,140,equal
0.629,0.599,140,equal
0.35,0.355,140,equal
0.507,0.493,140,equal
0.35,0.387,140,equal
0.588,0.61,140,equal
0.724,0.698,140,equal
0.172,0.176,140,equal
0.718,0.716,140,equal
0.388,0.398,140,equal
0.075,0.081,140,equal
0.095,0.118,140,equal
0.25,0.259,140,equal
0.021,0.04,140,equal
0.426,0.455,140,equal
0.712,0.694,140,equal
0.388,0.359,140,equal
0.402,0.389,140,equal
0.806,0.821,140,equal
0.918,0.937,140,equal
0.999,1.0,140,equal
0.552,0.54,140,equal
1.0,1.0,140,equal
0.482,0.453,140,equal
0.314,0.314,140,equal
0.093,0.098,140,equal
0.691,0.697,140,equal
0.542,0.514,140,equal
0.154,0.149,140,equal
0.321,0.296,140,equal
0.478,0.51,140,equal
0.457,0.398,140,equal
0.893,0.893,140,equal
0.472,0.468,140,equal
0.92,0.91,140,equal
0.834,0.805,140,equal
0.089,0.13,140,equal
0.665,0.698,140,equal
0.978,0.981,140,equal
0.728,0.713,140,equal
0.957,0.954,140,equal
0.584,0.638,140,equal
0.931,0.935,140,equal
0.548,0.527,140,equal
0.724,0.752,140,equal
0.229,0.255,140,equal
0.01,0.011,140,equal
0.736,0.744,140,equal
0.181,0.173,140,equal
0.271,0.23,140,equal
0.05,0.048,140,equal
0.839,0.825,140,equal
0.971,0.957,140,equal
0.413,0.381,140,equal
0.719,0.721,140,equal
0.322,0.299,140,equal
0.019,0.04,140,equal
0.119,0.127,140,equal
0.162,0.161,140,equal
0.972,0.977,140,equal
0.057,0.065,140,equal
0.495,0.464,140,equal
0.712,0.728,140,equal
0.839,0.84,140,equal
0.065,0.08,140,equal
0.395,0.365,140,equal
0.957,0.971,140,equal
0.888,0.883,140,equal
0.752,0.768,140,equal
0.418,0.414,140,equal
0.287,0.265,140,equal
0.782,0.771,140,equal
0.517,0.527,140,equal
0.319,0.309,140,equal
0.363,0.343,140,equal
0.496,0.532,140,equal
0.655,0.646,140,equal
0.752,0.738,140,equal
0.627,0.609,140,equal
0.932,0.928,140,equal
0.847,0.869,140,equal
0.411,0.43,140,equal
0.158,0.148,140,equal
0.846,0.846,140,equal
0.308,0.325,140,equal
0.338,0.325,140,equal
0.623,0.651,140,equal
0.065,0.066,140,equal
0.093,0.102,140,equal
0.425,0.45,140,equal
0.553,0.545,140,equal
0.887,0.892,140,equal
0.626,0.628,140,equal
0.775,0.776,140,equal
0.504,0.507,140,equal
0.822,0.827,140,equal
0.473,0.485,140,equal
0.07,0.095,140,equal
0.427,0.437,140,equal
0.524,0.495,140,equal
0.241,0.236,140,equal
0.985,0.992,140,equal
0.5,0.491,140,equal
0.427,0.454,140,equal
0.639,0.627,140,equal
0.899,0.897,140,equal
0.328,0.296,140,equal
0.181,0.199,140,equal
0.714,0.698,140,equal
0.07,0.08,140,equal
0.263,0.246,140,equal
0.693,0.674,140,equal
0.148,0.151,140,equal
0.444,0.416,140,equal
0.488,0.47,140,equal
0.321,0.324,140,equal
0.184,0.199,140,equal
0.737,0.719,140,equal
0.716,0.72,140,equal
0.448,0.456,140,equal
0.629,0.654,140,equal
0.039,0.049,140,equal
0.354,0.35,140,equal
0.94,0.939,140,equal
0.437,0.46,140,equal
0.321,0.3,140,equal
0.793,0.778,140,equal
0.465,0.452,140,equal
0.805,0.786,140,equal
0.258,0.246,140,equal
0.954,0.961,140,equal
0.195,0.187,140,equal
0.955,0.955,140,equal
0.21,0.187,140,equal
0.923,0.917,140,equal
0.779,0.783,140,equal
0.937,0.933,140,equal
0.507,0.509,140,equal
0.223,0.224,140,equal
0.652,0.648,140,equal
0.447,0.455,140,equal
0.675,0.624,140,equal
0.383,0.354,140,equal
0.93,0.921,140,equal
0.592,0.59,140,equal
0.883,0.897,140,equal
0.618,0.62,140,equal
0.97,0.97,140,equal
0.456,0.446,140,equal
0.991,0.992,140,equal
0.59,0.614,140,equal
0.451,0.472,140,equal
0.482,0.487,140,equal
0.615,0.611,140,equal
0.036,0.032,140,equal
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.003,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
0.001,0.001,140,linear
